refdes,methods,streams-uFrame,database,uFrame,comment
GI05MOAS-GL469-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GI05MOAS-GL477-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GI05MOAS-GL477-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GI05MOAS-GL477-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GI05MOAS-GL478-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GI05MOAS-GL478-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GI05MOAS-GL478-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GI05MOAS-GL484-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GI05MOAS-GL484-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GI05MOAS-GL484-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GI05MOAS-GL485-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GI05MOAS-GL485-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GI05MOAS-GL485-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GI05MOAS-GL493-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GI05MOAS-GL493-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GI05MOAS-GL493-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GI05MOAS-GL495-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GI05MOAS-GL495-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GI05MOAS-GL495-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GI05MOAS-GL559-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered, yes,yes,
GI05MOAS-GL559-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GI05MOAS-GL559-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GI05MOAS-PG528-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GI05MOAS-PG528-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GI05MOAS-PG528-03-FLORTM000,recovered_host,flort_m_sample, yes,yes,
GI05MOAS-PG528-04-FLORTO000,recovered_host,flort_o_glider_data, yes,yes,
GI05MOAS-PG528-05-NUTNRM000,recovered_host,nutnr_m_glider_instrument, yes,yes,
GI05MOAS-PG528-06-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
GP02HYPM-RIM01-02-CTDMOG039,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP02HYPM-WFP02-01-FLORDL000,recovered_wfp,flord_l_wfp_instrument_recovered, yes,yes,
GP02HYPM-WFP02-03-DOSTAL000,recovered_wfp,dosta_ln_wfp_instrument_recovered, yes,yes,
GP02HYPM-WFP02-04-CTDPFL000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
GP02HYPM-WFP02-05-VEL3DL000,recovered_wfp,vel3d_l_wfp_instrument_recovered, yes,yes,
GP02HYPM-WFP03-01-FLORDL000,recovered_wfp,flord_l_wfp_instrument_recovered, yes,yes,
GP02HYPM-WFP03-03-DOSTAL000,recovered_wfp,dosta_ln_wfp_instrument_recovered, yes,yes,
GP02HYPM-WFP03-04-CTDPFL000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
GP02HYPM-WFP03-05-VEL3DL000,recovered_wfp,vel3d_l_wfp_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-ADCPSL003,recovered_inst,adcp_velocity_earth, yes,yes,
GP03FLMA-RIM01-02-CTDMOG040,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-CTDMOG041,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-CTDMOG042,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-CTDMOG043,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-CTDMOG044,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-CTDMOG045,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-CTDMOG046,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-CTDMOG047,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-CTDMOG048,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-CTDMOH049,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-CTDMOH050,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIM01-02-CTDMOH051,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMA-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered, yes,yes,
GP03FLMA-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument, yes,yes,
GP03FLMA-RIS01-05-FLORTD000,recovered_host,flort_sample, yes,yes,
GP03FLMB-RIM01-02-ADCPSL007,recovered_inst,adcp_velocity_earth, yes,yes,
GP03FLMB-RIM01-02-CTDMOG060,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIM01-02-CTDMOG061,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIM01-02-CTDMOG062,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIM01-02-CTDMOG063,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIM01-02-CTDMOG064,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIM01-02-CTDMOG065,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIM01-02-CTDMOG066,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIM01-02-CTDMOG067,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIM01-02-CTDMOG068,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIM01-02-CTDMOH069,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIM01-02-CTDMOH070,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIM01-02-CTDMOH071,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GP03FLMB-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered, yes,yes,
GP03FLMB-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument, yes,yes,
GP03FLMB-RIS01-05-FLORTD000,recovered_host,flort_sample, yes,yes,
GP05MOAS-GL276-01-FLORDM000,recovered_host,flort_m_sample, yes,yes,
GP05MOAS-GL276-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GP05MOAS-GL276-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL361-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GP05MOAS-GL361-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GP05MOAS-GL361-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GP05MOAS-GL362-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GP05MOAS-GL362-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GP05MOAS-GL362-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GP05MOAS-GL363-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL363-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GP05MOAS-GL363-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL364-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL364-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GP05MOAS-GL364-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL365-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL365-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GP05MOAS-GL365-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL453-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GP05MOAS-GL453-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GP05MOAS-GL453-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GP05MOAS-GL523-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL523-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GP05MOAS-GL523-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL525-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL525-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GP05MOAS-GL525-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL537-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered, yes,yes,
GP05MOAS-GL537-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GP05MOAS-GL537-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GP05MOAS-PG514-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GP05MOAS-PG514-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GP05MOAS-PG514-05-NUTNRM000,telemetered,nutnr_m_glider_instrument, yes,yes,
GP05MOAS-PG515-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GP05MOAS-PG515-04-FLORTO000,telemetered,flort_o_glider_data, yes,yes,
GP05MOAS-PG515-06-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
GP05MOAS-PG575-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GP05MOAS-PG575-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GP05MOAS-PG575-03-FLORTM000,recovered_host,flort_m_sample, yes,yes,
GP05MOAS-PG575-04-FLORTO000,recovered_host,flort_o_glider_data, yes,yes,
GP05MOAS-PG575-05-NUTNRM000,recovered_host,nutnr_m_glider_instrument, yes,yes,
GP05MOAS-PG575-06-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
GS01SUMO-RID16-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered, yes,yes,
GS01SUMO-RID16-02-FLORTD000,recovered_host,flort_sample, yes,yes,
GS01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered, yes,yes,
GS01SUMO-RID16-04-VELPTA000,recovered_host,velpt_ab_dcl_instrument_recovered, yes,yes,
GS01SUMO-RID16-05-PCO2WB000,recovered_host,pco2w_abc_dcl_instrument_recovered, yes,yes,
GS01SUMO-RID16-05-PCO2WB000,recovered_host,pco2w_abc_dcl_instrument_blank_recovered, yes,yes,
GS01SUMO-RID16-06-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered, yes,yes,
GS01SUMO-RID16-07-NUTNRB000,recovered_inst,nutnr_b_dark_instrument_recovered, yes,yes,
GS01SUMO-RID16-07-NUTNRB000,recovered_inst,nutnr_b_instrument_recovered, yes,yes,
GS01SUMO-RID16-08-SPKIRB000,recovered_host,spkir_abj_dcl_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-ADCPSN010,recovered_inst,adcp_velocity_earth, yes,yes,
GS01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOQ011,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOQ012,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOQ013,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOQ014,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOQ015,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOQ016,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOQ017,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOQ031,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOQ033,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOR018,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOR019,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-CTDMOR020,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-DOSTAD031,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-DOSTAD032,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-DOSTAD033,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-FLORDG031,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-FLORDG032,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-FLORDG033,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-PCO2WC051,recovered_host,pco2w_abc_imodem_instrument_blank_recovered, yes,yes,
GS01SUMO-RII11-02-PCO2WC051,recovered_host,pco2w_abc_imodem_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-PCO2WC052,recovered_host,pco2w_abc_imodem_instrument_blank_recovered, yes,yes,
GS01SUMO-RII11-02-PCO2WC052,recovered_host,pco2w_abc_imodem_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-PCO2WC053,recovered_host,pco2w_abc_imodem_instrument_blank_recovered, yes,yes,
GS01SUMO-RII11-02-PCO2WC053,recovered_host,pco2w_abc_imodem_instrument_recovered, yes,yes,
GS01SUMO-RII11-02-PHSENE041,recovered_inst,phsen_abcdef_instrument, yes,yes,
GS01SUMO-RII11-02-PHSENE042,recovered_inst,phsen_abcdef_instrument, yes,yes,
GS01SUMO-SBD11-04-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered, yes,yes,
GS01SUMO-SBD11-05-SPKIRB000,recovered_host,spkir_abj_dcl_instrument_recovered, yes,yes,
GS01SUMO-SBD11-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered, yes,yes,[u'metbk_hourly']duplicated in uFrame
GS01SUMO-SBD11-06-METBKA000,recovered_host,metbk_hourly, yes,yes,[u'metbk_hourly']duplicated in uFrame
GS01SUMO-SBD11-08-NUTNRB000,recovered_inst,nutnr_b_dark_instrument_recovered, yes,yes,
GS01SUMO-SBD11-08-NUTNRB000,recovered_inst,nutnr_b_instrument_recovered, yes,yes,
GS01SUMO-SBD12-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered, yes,yes,
GS01SUMO-SBD12-02-FLORTD000,recovered_host,flort_sample, yes,yes,
GS01SUMO-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_air_recovered, yes,yes,
GS01SUMO-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_water_recovered, yes,yes,
GS01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_statistics_recovered, yes,yes,
GS01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_mean_directional_recovered, yes,yes,
GS01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_fourier_recovered, yes,yes,
GS01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_non_directional_recovered, yes,yes,
GS01SUMO-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_motion_recovered, yes,yes,
GS01SUMO-SBD12-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered, yes,yes,[u'metbk_hourly']duplicated in uFrame
GS01SUMO-SBD12-06-METBKA000,recovered_host,metbk_hourly, yes,yes,[u'metbk_hourly']duplicated in uFrame
GS01SUMO-SBD12-08-FDCHPA000,recovered_inst,fdchp_a_instrument_recovered, yes,yes,
GS02HYPM-RIM01-02-CTDMOG039,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS02HYPM-WFP02-01-FLORDL000,recovered_wfp,flord_l_wfp_instrument_recovered, yes,yes,
GS02HYPM-WFP02-03-DOSTAL000,recovered_wfp,dosta_ln_wfp_instrument_recovered, yes,yes,
GS02HYPM-WFP02-04-CTDPFL000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
GS02HYPM-WFP02-05-VEL3DL000,recovered_wfp,vel3d_l_wfp_instrument_recovered, yes,yes,
GS02HYPM-WFP03-01-FLORDL000,recovered_wfp,flord_l_wfp_instrument_recovered, yes,yes,
GS02HYPM-WFP03-03-DOSTAL000,recovered_wfp,dosta_ln_wfp_instrument_recovered, yes,yes,
GS02HYPM-WFP03-04-CTDPFL000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
GS02HYPM-WFP03-05-VEL3DL000,recovered_wfp,vel3d_l_wfp_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-ADCPSL003,recovered_inst,adcp_velocity_earth, yes,yes,
GS03FLMA-RIM01-02-CTDMOG040,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-CTDMOG041,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-CTDMOG042,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-CTDMOG043,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-CTDMOG044,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-CTDMOG045,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-CTDMOG046,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-CTDMOG047,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-CTDMOG048,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-CTDMOH049,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-CTDMOH050,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIM01-02-CTDMOH051,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMA-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered, yes,yes,
GS03FLMA-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument, yes,yes,
GS03FLMA-RIS01-05-FLORTD000,recovered_host,flort_sample, yes,yes,
GS03FLMB-RIM01-02-ADCPSL007,recovered_inst,adcp_velocity_earth, yes,yes,
GS03FLMB-RIM01-02-CTDMOG060,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIM01-02-CTDMOG061,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIM01-02-CTDMOG062,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIM01-02-CTDMOG063,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIM01-02-CTDMOG064,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIM01-02-CTDMOG065,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIM01-02-CTDMOG066,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIM01-02-CTDMOG067,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIM01-02-CTDMOG068,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIM01-02-CTDMOH069,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIM01-02-CTDMOH070,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIM01-02-CTDMOH071,recovered_inst,ctdmo_ghqr_instrument_recovered, yes,yes,
GS03FLMB-RIS01-03-DOSTAD000,recovered_host,dosta_abcdjm_sio_instrument_recovered, yes,yes,
GS03FLMB-RIS01-04-PHSENF000,recovered_inst,phsen_abcdef_instrument, yes,yes,
GS03FLMB-RIS01-05-FLORTD000,recovered_host,flort_sample, yes,yes,
GS05MOAS-GL484-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GS05MOAS-GL484-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GS05MOAS-GL484-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GS05MOAS-GL485-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GS05MOAS-GL485-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GS05MOAS-GL485-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GS05MOAS-GL486-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered, yes,yes,
GS05MOAS-GL486-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GS05MOAS-GL486-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GS05MOAS-GL524-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GS05MOAS-GL524-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GS05MOAS-GL524-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GS05MOAS-GL560-01-FLORDM000,recovered_host,flord_m_glider_instrument_recovered, yes,yes,
GS05MOAS-GL560-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GS05MOAS-GL560-04-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GS05MOAS-GL561-01-FLORDM000,telemetered,flord_m_glider_instrument, yes,yes,
GS05MOAS-GL561-02-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
GS05MOAS-GL561-04-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
GS05MOAS-PG565-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GS05MOAS-PG565-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GS05MOAS-PG565-03-FLORTM000,recovered_host,flort_m_sample, yes,yes,
GS05MOAS-PG565-04-FLORTO000,recovered_host,flort_o_glider_data, yes,yes,
GS05MOAS-PG565-05-NUTNRM000,recovered_host,nutnr_m_glider_instrument, yes,yes,
GS05MOAS-PG565-06-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
GS05MOAS-PG566-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
GS05MOAS-PG566-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
GS05MOAS-PG566-03-FLORTM000,recovered_host,flort_m_sample, yes,yes,
GS05MOAS-PG566-04-FLORTO000,recovered_host,flort_o_glider_data, yes,yes,
GS05MOAS-PG566-05-NUTNRM000,recovered_host,nutnr_m_glider_instrument, yes,yes,
GS05MOAS-PG566-06-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
RS01SBPD-DP01A-01-CTDPFL104,recovered_inst,dpc_ctd_instrument_recovered, yes,yes,
RS01SBPD-DP01A-02-VEL3DA103,recovered_inst,dpc_acm_instrument_recovered, yes,yes,
RS01SBPD-DP01A-03-FLCDRA102,recovered_inst,[dpc_flcdrtd_instrument_recovered, yes,no,uframe still displays the wrong reference designator RS01SBPD-DP01A-03-FLCDRA104
RS01SBPD-DP01A-04-FLNTUA102,recovered_inst,dpc_flnturtd_instrument_recovered, yes,no,uframe still displays the wrong reference designator RS01SBPD-DP01A-03-FLNTUA104
RS01SBPD-DP01A-06-DOSTAD104,recovered_inst,dpc_optode_instrument_recovered, yes,yes,
RS01SBPS-PC01A-05-ADCPTD102,streamed,adcp_velocity_beam, yes,yes,
RS01SBPS-PC01A-06-VADCPA101,streamed,vadcp_velocity_beam_5, yes,yes,
RS01SBPS-PC01A-06-VADCPA101,streamed,vadcp_velocity_beam, yes,yes,
RS01SBPS-PC01A-4A-CTDPFA103,streamed,ctdpf_optode_sample, yes,yes,
RS01SBPS-PC01A-4A-DOSTAD103,streamed,do_stable_sample, yes,yes,
RS01SBPS-PC01A-4B-PHSENA102,streamed,phsen_data_record, yes,yes,
RS01SBPS-PC01A-4C-FLORDD103,streamed,flort_d_data_record, yes,yes,
RS01SBPS-SF01A-2A-CTDPFA102,streamed,ctdpf_sbe43_sample, yes,yes,
RS01SBPS-SF01A-2D-PHSENA101,streamed,phsen_data_record, yes,yes,
RS01SBPS-SF01A-3A-FLORTD101,streamed,flort_d_data_record, yes,yes,
RS01SBPS-SF01A-3B-OPTAAD101,streamed,optaa_sample, yes,yes,
RS01SBPS-SF01A-3C-PARADA101,streamed,parad_sa_sample, yes,yes,
RS01SBPS-SF01A-3D-SPKIRA101,streamed,spkir_data_record, yes,yes,
RS01SBPS-SF01A-4A-NUTNRA101,streamed,nutnr_a_sample, yes,yes,
RS01SBPS-SF01A-4A-NUTNRA101,streamed,nutnr_a_dark_sample, yes,yes,
RS01SBPS-SF01A-4B-VELPTD102,streamed,velpt_velocity_data, yes,yes,
RS01SBPS-SF01A-4F-PCO2WA101,streamed,pco2w_a_sami_data_record_cal, yes,yes,
RS01SBPS-SF01A-4F-PCO2WA101,streamed,pco2w_a_sami_data_record, yes,yes,
RS01SLBS-LJ01A-05-HPIESA101,streamed,echo_sounding, yes,yes,
RS01SLBS-LJ01A-05-HPIESA101,streamed,hpies_data_header, yes,yes,
RS01SLBS-LJ01A-05-HPIESA101,streamed,horizontal_electric_field, yes,yes,
